ENSHGLG00000002435	4930453N24RIK
ENSHGLG00000008588	BORCS5
ENSHGLG00000003951	DNAJC3
ENSHGLG00000018809	SLC9A6
ENSHGLG00000005876	AQP7
ENSHGLG00000008446	GRK6
ENSHGLG00000018742	UBAP1
ENSHGLG00000003572	ZFP384
ENSHGLG00000012957	ZFP503
ENSHGLG00000003093	CHD4
ENSHGLG00000013811	KMT2A
ENSHGLG00000017823	UBE4A
ENSHGLG00000012965	NRADD
ENSHGLG00000002705	PANX3
ENSHGLG00000006636	FAM65B
ENSHGLG00000018497	MPZL2
ENSHGLG00000021263	OLFR71
ENSHGLG00000013899	EIF4G1
ENSHGLG00000006110	USP14
ENSHGLG00000017992	AMICA1
ENSHGLG00000011711	SLCO1A5
ENSHGLG00000009136	3110002H16RIK
ENSHGLG00000009064	EI24
ENSHGLG00000014071	QARS
ENSHGLG00000013818	QRICH1
ENSHGLG00000011303	ESCO1
ENSHGLG00000015482	NOL12
ENSHGLG00000013373	TMEM136
ENSHGLG00000000673	TBL1X
ENSHGLG00000009241	TRIM38
ENSHGLG00000019299	KLC4
ENSHGLG00000027861	GLT28D2
ENSHGLG00000005542	SLCO1B2
ENSHGLG00000020048	HIST1H2BA
ENSHGLG00000000998	D6WSU163E
ENSHGLG00000006998	SEPT3
ENSHGLG00000001682	AZI2
ENSHGLG00000000864	HSF2
ENSHGLG00000000728	ZFP202
ENSHGLG00000001647	SLC6A14
ENSHGLG00000016948	NCOA7
ENSHGLG00000001657	PLEKHG6
ENSHGLG00000015310	FXYD2
ENSHGLG00000010665	SULT6B2
ENSHGLG00000007891	MFSD7A
ENSHGLG00000010176	ASUN
ENSHGLG00000000878	MYB
ENSHGLG00000009723	MKL1
ENSHGLG00000019872	OLFR985
ENSHGLG00000019833	OLFR984
ENSHGLG00000020471	OLFR982
ENSHGLG00000019951	OLFR981
ENSHGLG00000000727	CLEC4A3
ENSHGLG00000019867	OLFR975
ENSHGLG00000002776	OLFR148
ENSHGLG00000020061	OLFR160
ENSHGLG00000016879	EIF4E1B
ENSHGLG00000020626	OLFR878
ENSHGLG00000001602	OLFR974
ENSHGLG00000016006	CSNK1E
ENSHGLG00000009383	ABI1
ENSHGLG00000009579	TCF20
ENSHGLG00000008535	BIK
ENSHGLG00000005591	4833439L19RIK
ENSHGLG00000019204	GM17455
ENSHGLG00000010258	SREBF2
ENSHGLG00000011683	SUPT3
ENSHGLG00000001344	GM1661
ENSHGLG00000008069	ZFP346
ENSHGLG00000018360	FBXL21
ENSHGLG00000010335	TRIM36
ENSHGLG00000008459	CAML
ENSHGLG00000004916	THNSL1
ENSHGLG00000011955	FAM212A
ENSHGLG00000002849	EBNA1BP2
ENSHGLG00000006005	B230219D22RIK
ENSHGLG00000017117	H2AFY
ENSHGLG00000014562	SEPT12
ENSHGLG00000012520	B4GALT7
ENSHGLG00000015245	RNF44
ENSHGLG00000017801	CCDC64B
ENSHGLG00000004795	A930017K11RIK
ENSHGLG00000006229	PITPNB
ENSHGLG00000020805	FOXD2
ENSHGLG00000018564	HSPA1A
ENSHGLG00000002331	RWDD1
ENSHGLG00000010559	SRPK1
ENSHGLG00000005336	EFCAB14
ENSHGLG00000001416	CMPK1
ENSHGLG00000002421	ZFP691
ENSHGLG00000008905	CYP3A13
ENSHGLG00000019496	4930538K18RIK
ENSHGLG00000002679	FAM26D
ENSHGLG00000019450	BC004004
ENSHGLG00000017024	RAB44
ENSHGLG00000001045	PHC1
ENSHGLG00000015236	AI481877
ENSHGLG00000004266	KLF4
ENSHGLG00000007730	RNASEH2B
ENSHGLG00000012659	PPM1M
ENSHGLG00000001741	MUTYH
ENSHGLG00000003735	2610528J11RIK
ENSHGLG00000009737	SPERT
ENSHGLG00000011808	MARK2
ENSHGLG00000009015	PRODH
ENSHGLG00000000782	BC048546
ENSHGLG00000021147	TAS2R130
ENSHGLG00000019551	GGT1
ENSHGLG00000015363	ZFP608
ENSHGLG00000011969	SPECC1L
ENSHGLG00000007616	OLFR549
ENSHGLG00000008707	OLFR78
ENSHGLG00000012523	E130308A19RIK
ENSHGLG00000007988	GRAMD3
ENSHGLG00000018636	DOC2G
ENSHGLG00000002780	HBA-X
ENSHGLG00000013271	MED4
ENSHGLG00000017397	KCTD20
ENSHGLG00000015809	DEPDC5
ENSHGLG00000010662	AU021092
ENSHGLG00000014051	EEF2KMT
ENSHGLG00000012135	1110059G10RIK
ENSHGLG00000017694	TANGO2
ENSHGLG00000003368	COG6
ENSHGLG00000020861	TSSK2
ENSHGLG00000014099	MORC2A
ENSHGLG00000011560	6430571L13RIK
ENSHGLG00000018066	OSBP2
ENSHGLG00000017921	HBB-Y
ENSHGLG00000006050	OLFM5
ENSHGLG00000017209	ZFP318
ENSHGLG00000016757	KLHL6
ENSHGLG00000017029	FAM198A
ENSHGLG00000001834	CDC16
ENSHGLG00000014272	AI314180
ENSHGLG00000003741	SPRYD7
ENSHGLG00000016720	LAMP3
ENSHGLG00000008089	ZFP13
ENSHGLG00000017256	ZFP213
ENSHGLG00000012673	ZFP263
ENSHGLG00000011323	ZFP651
ENSHGLG00000012233	C330027C09RIK
ENSHGLG00000015048	ZFP597
ENSHGLG00000015512	CCDC13
ENSHGLG00000011671	NECTIN3
ENSHGLG00000020225	OLFR329-PS
ENSHGLG00000020753	OLFR332
ENSHGLG00000019674	OLFR1156
ENSHGLG00000010437	FKBP15
ENSHGLG00000011603	BC016579
ENSHGLG00000006024	OLFR569
ENSHGLG00000020407	OLFR568
ENSHGLG00000020854	OLFR570
ENSHGLG00000010984	OLFR571
ENSHGLG00000020462	OLFR574
ENSHGLG00000020428	OLFR577
ENSHGLG00000020830	OLFR578
ENSHGLG00000020955	OLFR550
ENSHGLG00000021179	OLFR551
ENSHGLG00000021165	OLFR552
ENSHGLG00000020602	OLFR554
ENSHGLG00000007896	SLC5A4A
ENSHGLG00000007390	OLFR559
ENSHGLG00000021222	OLFR589
ENSHGLG00000020191	OLFR594
ENSHGLG00000003973	OLFR600
ENSHGLG00000020020	OLFR606
ENSHGLG00000020079	OLFR273
ENSHGLG00000020310	OLFR609
ENSHGLG00000020335	OLFR610
ENSHGLG00000020669	OLFR270
ENSHGLG00000020401	OLFR613
ENSHGLG00000020209	OLFR615
ENSHGLG00000020313	OLFR616
ENSHGLG00000014960	ASTL
ENSHGLG00000019070	EHBP1L1
ENSHGLG00000020278	OLFR622
ENSHGLG00000020598	OLFR68
ENSHGLG00000021159	OLFR66
ENSHGLG00000021281	OLFR65
ENSHGLG00000009410	GM5134
ENSHGLG00000020404	OLFR640
ENSHGLG00000019994	OLFR641
ENSHGLG00000019935	OLFR642
ENSHGLG00000020725	OLFR643
ENSHGLG00000020171	OLFR645
ENSHGLG00000020326	OLFR646
ENSHGLG00000001706	GUCY1B3
ENSHGLG00000021360	OLFR588-PS1
ENSHGLG00000021128	OLFR592
ENSHGLG00000012702	RGS3
ENSHGLG00000000816	SMARCA5
ENSHGLG00000002419	NASP
ENSHGLG00000016283	BC068281
ENSHGLG00000014895	SF3B6
ENSHGLG00000006053	FAM228B
ENSHGLG00000010370	ITSN2
ENSHGLG00000019529	PTPRF
ENSHGLG00000008912	OOSP2
ENSHGLG00000014467	KMT5B
ENSHGLG00000018642	1810055G02RIK
ENSHGLG00000016509	MS4A4A
ENSHGLG00000003553	STX5A
ENSHGLG00000017241	UQCC2
ENSHGLG00000013342	ZFP523
ENSHGLG00000002601	1810009A15RIK
ENSHGLG00000012269	RPL10A
ENSHGLG00000009786	TPCN2
ENSHGLG00000019348	INS2
ENSHGLG00000007194	MS4A6D
ENSHGLG00000003024	KLHL22
ENSHGLG00000001649	BC003965
ENSHGLG00000001586	UNKL
ENSHGLG00000006844	MTL5
ENSHGLG00000006116	2900026A02RIK
ENSHGLG00000005282	ZFP661
ENSHGLG00000016722	MRPL23
ENSHGLG00000012183	B4GAT1
ENSHGLG00000015657	BRPF3
ENSHGLG00000012074	H2-EB2
ENSHGLG00000017418	TEK
ENSHGLG00000011398	H2-AA
ENSHGLG00000002867	ATG4A
ENSHGLG00000008527	3110043O21RIK
ENSHGLG00000006687	DNAJA1
ENSHGLG00000004576	STK26
ENSHGLG00000009017	TMEM14C
ENSHGLG00000005945	PRPF4B
ENSHGLG00000018651	CUL1
ENSHGLG00000016652	H2-OB
ENSHGLG00000016752	AP2M1
ENSHGLG00000017060	H2-DMB2
ENSHGLG00000017401	PWP2
ENSHGLG00000005701	RGAG1
ENSHGLG00000019168	ZFP280C
ENSHGLG00000012332	C1D
ENSHGLG00000015789	ZFP638
ENSHGLG00000002939	UTP14A
ENSHGLG00000006338	CDIP1
ENSHGLG00000018417	9430076C15RIK
ENSHGLG00000002708	ZFP598
ENSHGLG00000015537	ZFP398
ENSHGLG00000018943	ZFP282
ENSHGLG00000009932	FAM173A
ENSHGLG00000019881	OLFR1320
ENSHGLG00000000269	SULT1D1
ENSHGLG00000008819	MARCH1
ENSHGLG00000011542	CGN
ENSHGLG00000018104	D10JHU81E
ENSHGLG00000008036	C87436
ENSHGLG00000010125	APELA
ENSHGLG00000014360	NFU1
ENSHGLG00000013877	ICOSL
ENSHGLG00000020521	TRIM61
ENSHGLG00000010238	9930012K11RIK
ENSHGLG00000009841	U2AF1
ENSHGLG00000007806	PDLIM2
ENSHGLG00000016027	1810043G02RIK
ENSHGLG00000013670	SIK1
ENSHGLG00000004232	1700029J07RIK
ENSHGLG00000002722	LTB4R1
ENSHGLG00000003064	MCPT4
ENSHGLG00000002857	CTSG
ENSHGLG00000017188	RWDD4A
ENSHGLG00000015085	IGSF5
ENSHGLG00000002694	SCFD1
ENSHGLG00000006641	FAM195A
ENSHGLG00000005139	TTC3
ENSHGLG00000015823	INTS10
ENSHGLG00000020568	OLFR161
ENSHGLG00000020935	OLFR15
ENSHGLG00000004538	MDP1
ENSHGLG00000014898	TMA16
ENSHGLG00000005432	EIF4E
ENSHGLG00000020837	OLFR1420
ENSHGLG00000017548	9430016H08RIK
ENSHGLG00000020138	OLFR1496
ENSHGLG00000019956	OLFR1500
ENSHGLG00000010705	QTRTD1
ENSHGLG00000015359	SGOL2A
ENSHGLG00000002790	ALS2
ENSHGLG00000005399	CENPU
ENSHGLG00000011972	MAATS1
ENSHGLG00000009432	FAM126B
ENSHGLG00000007927	HSPD1
ENSHGLG00000000589	UGT8A
ENSHGLG00000008822	GM7173
ENSHGLG00000015583	DOPEY2
ENSHGLG00000005921	1810030O07RIK
ENSHGLG00000013103	RDH14
ENSHGLG00000001640	2310033P09RIK
ENSHGLG00000001102	ZKSCAN17
ENSHGLG00000000671	OLFR222
ENSHGLG00000001124	G6PDX
ENSHGLG00000005530	ZFP655
ENSHGLG00000010902	IQCE
ENSHGLG00000020584	EFHC2
ENSHGLG00000008628	MARCH7
ENSHGLG00000028863	FMR1NB
ENSHGLG00000010064	RSPH10B
ENSHGLG00000009254	OCM
ENSHGLG00000000507	MTM1
ENSHGLG00000000713	BEX2
ENSHGLG00000010495	2810403A07RIK
ENSHGLG00000012089	3830406C13RIK
ENSHGLG00000014390	ZFP12
ENSHGLG00000006683	ZFP316
ENSHGLG00000003254	ZFP711
ENSHGLG00000017621	PTCD1
ENSHGLG00000008998	4933416C03RIK
ENSHGLG00000002399	CADPS
ENSHGLG00000000659	CSTF2
ENSHGLG00000001264	A630033H20RIK
ENSHGLG00000020434	FAM46D
ENSHGLG00000002255	COX7B
ENSHGLG00000003998	GPR165
ENSHGLG00000000501	HDHD1A
ENSHGLG00000004034	4930452B06RIK
ENSHGLG00000004008	BTN1A1
ENSHGLG00000020997	OLFR125
ENSHGLG00000007414	KIF4
ENSHGLG00000014526	ZMYM3
ENSHGLG00000010744	IL2RG
ENSHGLG00000001058	A830080D01RIK
ENSHGLG00000000833	VEGFD
ENSHGLG00000002904	CAR5B
ENSHGLG00000002489	PHF10
ENSHGLG00000002449	1600012H06RIK
ENSHGLG00000002257	DACT2
ENSHGLG00000020863	OLFR1037
ENSHGLG00000020867	OLFR1038-PS
ENSHGLG00000019890	OLFR1056
ENSHGLG00000019642	OLFR1157
ENSHGLG00000020678	OLFR1031
ENSHGLG00000021033	OLFR1025-PS1
ENSHGLG00000020582	OLFR1019
ENSHGLG00000020547	OLFR1023
ENSHGLG00000014890	CTDSPL2
ENSHGLG00000011095	CASC4
ENSHGLG00000006618	OLA1
ENSHGLG00000002236	SNX6
ENSHGLG00000014271	GABPB1
ENSHGLG00000015141	PLA2G4B
ENSHGLG00000030999	ERICH2
ENSHGLG00000006052	4930578C19RIK
ENSHGLG00000012892	PSMC6
ENSHGLG00000015103	NUSAP1
ENSHGLG00000017422	RTF1
ENSHGLG00000002668	XKR5
ENSHGLG00000017520	ZFP395
ENSHGLG00000018746	SQRDL
ENSHGLG00000001193	RALGAPA1
ENSHGLG00000000760	PHF8
ENSHGLG00000000815	TMSB4X
ENSHGLG00000013198	NEDD4
ENSHGLG00000003065	OSBPL6
ENSHGLG00000002927	PABPN1
ENSHGLG00000004788	HOMEZ
ENSHGLG00000000520	PSMA6
ENSHGLG00000000054	DEFB15
ENSHGLG00000000845	2700097O09RIK
ENSHGLG00000018411	DEFB42
ENSHGLG00000018235	PQLC2
ENSHGLG00000012735	AKR7A5
ENSHGLG00000004299	ZFP219
ENSHGLG00000004501	GULO
ENSHGLG00000002888	CCDC141
ENSHGLG00000003295	SUPT16
ENSHGLG00000012618	FAM69B
ENSHGLG00000011931	2700060E02RIK
ENSHGLG00000002181	ZFP300
ENSHGLG00000004833	CHRNA2
ENSHGLG00000003563	ZAK
ENSHGLG00000017580	SSB
ENSHGLG00000012597	4931406C07RIK
ENSHGLG00000014136	1700012B09RIK
ENSHGLG00000017774	CCDC67
ENSHGLG00000014039	ANKRD49
ENSHGLG00000015754	MRE11A
ENSHGLG00000004054	ZFP385B
ENSHGLG00000003743	4931414P19RIK
ENSHGLG00000003233	TMEM126A
ENSHGLG00000001507	NKX2-9
ENSHGLG00000014209	LCN2
ENSHGLG00000014381	FUBP3
ENSHGLG00000011980	1700123O20RIK
ENSHGLG00000012960	LCN9
ENSHGLG00000007921	5430427O19RIK
ENSHGLG00000020071	OLFR1508
ENSHGLG00000007287	TAB3
ENSHGLG00000002001	OLFR1509
ENSHGLG00000020251	OLFR1512
ENSHGLG00000020203	OLFR221
ENSHGLG00000011337	CDC42
ENSHGLG00000015049	USP48
ENSHGLG00000011778	GOLGA2
ENSHGLG00000000204	MAGED2
ENSHGLG00000011011	FCNB
ENSHGLG00000010908	ST6GALNAC6
ENSHGLG00000014570	KDM1A
ENSHGLG00000011449	DNAJC8
ENSHGLG00000018515	EYA3
ENSHGLG00000012657	RALGDS
ENSHGLG00000010726	TCEB3
ENSHGLG00000011938	ZFP593
ENSHGLG00000018291	HP1BP3
ENSHGLG00000011546	GRRP1
ENSHGLG00000017105	SRRM1
ENSHGLG00000010472	RHD
ENSHGLG00000016319	SET
ENSHGLG00000010952	1700007K13RIK
ENSHGLG00000012591	PTPA
ENSHGLG00000013304	MIGA2
ENSHGLG00000000071	ARMCX5
ENSHGLG00000000072	ADH5
ENSHGLG00000000073	C1GALT1C1
ENSHGLG00000000074	GHRH
ENSHGLG00000000089	SPRY3
ENSHGLG00000000094	EEFSEC
ENSHGLG00000000095	CDH10
ENSHGLG00000000101	TMLHE
ENSHGLG00000000109	METAP1
ENSHGLG00000000112	MAGED1
ENSHGLG00000000119	CTSH
ENSHGLG00000000120	OPHN1
ENSHGLG00000000125	SEC61A1
ENSHGLG00000000128	RASGRF1
ENSHGLG00000000132	MOSPD2
ENSHGLG00000000138	GINS1
ENSHGLG00000000139	SCOC
ENSHGLG00000000141	CRISP3
ENSHGLG00000000144	TMED3
ENSHGLG00000000149	TMEM72
ENSHGLG00000000153	CLGN
ENSHGLG00000000155	FANCB
ENSHGLG00000000157	RASGEF1A
ENSHGLG00000000160	PDE5A
ENSHGLG00000000162	ELMOD2
ENSHGLG00000000163	ABHD12
ENSHGLG00000000165	MRPL55
ENSHGLG00000000166	UCP1
ENSHGLG00000000168	TESPA1
ENSHGLG00000000169	TPRA1
ENSHGLG00000000171	ZFAND6
ENSHGLG00000000172	PLCXD1
ENSHGLG00000000176	PYGB
ENSHGLG00000000184	GPM6B
ENSHGLG00000000186	AR
ENSHGLG00000000189	FAH
ENSHGLG00000000190	CLCN4
ENSHGLG00000000192	GLRA2
ENSHGLG00000000193	ENTPD6
ENSHGLG00000000195	SLC35D3
ENSHGLG00000000200	TMEM184C
ENSHGLG00000000202	MSL3
ENSHGLG00000000205	LSM6
ENSHGLG00000000207	GTPBP6
ENSHGLG00000000211	OXGR1
ENSHGLG00000000212	PODXL2
ENSHGLG00000000226	SMPD2
ENSHGLG00000000229	PEX7
ENSHGLG00000000230	ANKRD31
ENSHGLG00000000232	ACSS1
ENSHGLG00000000235	SLC6A1
ENSHGLG00000000236	TRO
ENSHGLG00000000238	SMAD1
ENSHGLG00000000240	ABTB1
ENSHGLG00000000248	SLITRK6
ENSHGLG00000000253	ARHGAP42
ENSHGLG00000000255	GABRQ
ENSHGLG00000000258	PFKFB1
ENSHGLG00000000262	SLC25A1
ENSHGLG00000000266	MGLL
ENSHGLG00000000270	HMGCR
ENSHGLG00000000273	APEX2
ENSHGLG00000000274	AMBN
ENSHGLG00000000277	POSTN
ENSHGLG00000000278	GPR50
ENSHGLG00000000282	LDLRAD1
ENSHGLG00000000284	TGS1
ENSHGLG00000000285	LHFPL2
ENSHGLG00000000286	ALAS2
ENSHGLG00000000287	TULP4
ENSHGLG00000000288	THAP7
ENSHGLG00000000289	KBTBD12
ENSHGLG00000000292	CDH18
ENSHGLG00000000295	TMEM68
ENSHGLG00000000298	NWD2
ENSHGLG00000000300	ODC1
ENSHGLG00000000302	LRRIQ1
ENSHGLG00000000303	ZFYVE9
ENSHGLG00000000309	GUK1
ENSHGLG00000000310	NANP
ENSHGLG00000000312	SLC10A7
ENSHGLG00000000313	RRAGB
ENSHGLG00000000314	MAMLD1
ENSHGLG00000000315	FAM169A
ENSHGLG00000000319	EGFL6
ENSHGLG00000000320	TMTC2
ENSHGLG00000000321	AWAT2
ENSHGLG00000000326	MICAL1
ENSHGLG00000000327	ZADH2
ENSHGLG00000000329	TUBE1
ENSHGLG00000000330	TRPC4
ENSHGLG00000000331	TMEM171
ENSHGLG00000000333	CXCL12
ENSHGLG00000000334	DOK6
ENSHGLG00000000341	MYOM2
ENSHGLG00000000342	NINL
ENSHGLG00000000350	SLC6A11
ENSHGLG00000000351	MPI
ENSHGLG00000000357	EDA
ENSHGLG00000000360	TGDS
ENSHGLG00000000361	ORC4
ENSHGLG00000000362	USP45
ENSHGLG00000000366	DHRSX
ENSHGLG00000000371	IFNGR1
ENSHGLG00000000374	RAD17
ENSHGLG00000000375	PHF24
ENSHGLG00000000378	CARNMT1
ENSHGLG00000000382	MTMR1
ENSHGLG00000000384	RAB3B
ENSHGLG00000000389	GALNT1
ENSHGLG00000000393	MMAA
ENSHGLG00000000394	PJA1
ENSHGLG00000000395	DMBX1
ENSHGLG00000000398	FREM2
ENSHGLG00000000399	RASEF
ENSHGLG00000000400	ANXA1
ENSHGLG00000000401	ASXL3
ENSHGLG00000000403	PDIA6
ENSHGLG00000000405	MGAT1
ENSHGLG00000000408	BTF3L4
ENSHGLG00000000409	FAM118B
ENSHGLG00000000412	F2R
ENSHGLG00000000415	SNX33
ENSHGLG00000000416	RPS8
ENSHGLG00000000418	EFNB1
ENSHGLG00000000419	GFM2
ENSHGLG00000000420	CNDP2
ENSHGLG00000000421	GRIK2
ENSHGLG00000000424	SFRP2
ENSHGLG00000000425	TBCA
ENSHGLG00000000427	TMTC3
ENSHGLG00000000428	FHOD3
ENSHGLG00000000429	PPFIA2
ENSHGLG00000000432	RNF144A
ENSHGLG00000000434	GSC2
ENSHGLG00000000435	RELL1
ENSHGLG00000000436	LPIN1
ENSHGLG00000000438	STOML3
ENSHGLG00000000439	DCUN1D5
ENSHGLG00000000443	IDH3G
ENSHGLG00000000444	CPLX3
ENSHGLG00000000447	RSAD2
ENSHGLG00000000448	RAB9B
ENSHGLG00000000450	STARD8
ENSHGLG00000000453	NEIL1
ENSHGLG00000000460	KCNK6
ENSHGLG00000000462	MOS
ENSHGLG00000000463	PROSER1
ENSHGLG00000000464	FAM219B
ENSHGLG00000000466	HCCS
ENSHGLG00000000467	DNAJA4
ENSHGLG00000000472	FMNL2
ENSHGLG00000000473	YWHAQ
ENSHGLG00000000474	ATG7
ENSHGLG00000000475	PRPF38A
ENSHGLG00000000477	BMS1
ENSHGLG00000000478	GAL3ST1
ENSHGLG00000000480	BTBD19
ENSHGLG00000000481	TXNDC12
ENSHGLG00000000484	ZBTB33
ENSHGLG00000000485	ELAVL4
ENSHGLG00000000486	RFK
ENSHGLG00000000489	RPS20
ENSHGLG00000000490	ACE2
ENSHGLG00000000492	PLP1
ENSHGLG00000000493	GAR1
ENSHGLG00000000494	SV2C
ENSHGLG00000000498	DPY19L1
ENSHGLG00000000499	HHIP
ENSHGLG00000000502	ADAM17
ENSHGLG00000000503	PIGL
ENSHGLG00000000505	RET
ENSHGLG00000000506	POPDC3
ENSHGLG00000000508	CSMD1
ENSHGLG00000000509	CCDC125
ENSHGLG00000000511	BRMS1L
ENSHGLG00000000512	IAH1
ENSHGLG00000000513	NHLRC3
ENSHGLG00000000514	ROCK2
ENSHGLG00000000515	CMPK2
ENSHGLG00000000516	HBS1L
ENSHGLG00000000517	PIGO
ENSHGLG00000000519	FGD5
ENSHGLG00000000521	FAXC
ENSHGLG00000000522	GCNT1
ENSHGLG00000000523	YIPF6
ENSHGLG00000000526	PREP
ENSHGLG00000000527	HEXB
ENSHGLG00000000529	UBA1
ENSHGLG00000000533	FAM160A1
ENSHGLG00000000535	COX10
ENSHGLG00000000536	SNUPN
ENSHGLG00000000537	MARVELD2
ENSHGLG00000000538	FAF1
ENSHGLG00000000540	HPCAL1
ENSHGLG00000000542	BDH2
ENSHGLG00000000543	PDHA1
ENSHGLG00000000544	NHS
ENSHGLG00000000545	ALOX5
ENSHGLG00000000549	MTFR2
ENSHGLG00000000551	HS3ST3B1
ENSHGLG00000000552	ENC1
ENSHGLG00000000553	ADAMTS3
ENSHGLG00000000555	SDR16C5
ENSHGLG00000000560	HMG20A
ENSHGLG00000000562	KNCN
ENSHGLG00000000564	FNDC1
ENSHGLG00000000565	PUS3
ENSHGLG00000000566	DNAJB14
ENSHGLG00000000568	CD99L2
ENSHGLG00000000570	DGCR14
ENSHGLG00000000571	CARTPT
ENSHGLG00000000572	VPS13A
ENSHGLG00000000574	FBXL4
ENSHGLG00000000575	MBNL2
ENSHGLG00000000576	FMR1
ENSHGLG00000000577	GPX7
ENSHGLG00000000578	SESN1
ENSHGLG00000000580	RP2
ENSHGLG00000000582	GLRA4
ENSHGLG00000000583	ASB12
ENSHGLG00000000584	MAP3K15
ENSHGLG00000000585	CCDC174
ENSHGLG00000000586	ARSB
ENSHGLG00000000587	ACSBG1
ENSHGLG00000000588	MBD5
ENSHGLG00000000591	PMP22
ENSHGLG00000000592	MORF4L2
ENSHGLG00000000593	SMC1A
ENSHGLG00000000594	RNF150
ENSHGLG00000000596	LAMTOR3
ENSHGLG00000000597	RNF187
ENSHGLG00000000598	RNF220
ENSHGLG00000000601	LURAP1
ENSHGLG00000000602	ARHGEF28
ENSHGLG00000000605	P2RX6
ENSHGLG00000000609	LRBA
ENSHGLG00000000610	COL10A1
ENSHGLG00000000612	TMEM255A
ENSHGLG00000000614	ZFP62
ENSHGLG00000000616	JADE3
ENSHGLG00000000618	GPR6
ENSHGLG00000000619	SSBP3
ENSHGLG00000000621	GRIP2
ENSHGLG00000000622	FOXA1
ENSHGLG00000000624	ASB11
ENSHGLG00000000625	TAGAP
ENSHGLG00000000626	BTK
ENSHGLG00000000628	RAB43
ENSHGLG00000000629	MPP1
ENSHGLG00000000634	AFF2
ENSHGLG00000000639	CEP126
ENSHGLG00000000641	SLC6A6
ENSHGLG00000000642	ATP2B3
ENSHGLG00000000643	RUSC2
ENSHGLG00000000646	TEKT3
ENSHGLG00000000649	DKC1
ENSHGLG00000000651	LSM3
ENSHGLG00000000653	LZTR1
ENSHGLG00000000655	PSMD12
ENSHGLG00000000656	GPC5
ENSHGLG00000000657	TAAR5
ENSHGLG00000000660	CXXC4
ENSHGLG00000000661	GRSF1
ENSHGLG00000000665	ELOVL6
ENSHGLG00000000666	CPSF3
ENSHGLG00000000667	PRUNE2
ENSHGLG00000000668	XPC
ENSHGLG00000000672	PRSS12
ENSHGLG00000000674	RGN
ENSHGLG00000000675	GLIS1
ENSHGLG00000000676	MARCKS
ENSHGLG00000000678	SLC17A5
ENSHGLG00000000679	CETN2
ENSHGLG00000000680	TRPC6
ENSHGLG00000000681	MT4
ENSHGLG00000000682	SOX11
ENSHGLG00000000683	ATP1B4
ENSHGLG00000000684	TMEM43
ENSHGLG00000000685	OLFM3
ENSHGLG00000000686	MT3
ENSHGLG00000000687	WBP5
ENSHGLG00000000690	MAN2C1
ENSHGLG00000000692	PLA2G12A
ENSHGLG00000000693	GPR143
ENSHGLG00000000694	CHCHD4
ENSHGLG00000000695	RORB
ENSHGLG00000000696	ENAM
ENSHGLG00000000698	FZD4
ENSHGLG00000000701	GAB3
ENSHGLG00000000703	TMEM174
ENSHGLG00000000704	TMEM27
ENSHGLG00000000706	LMAN1L
ENSHGLG00000000707	ABHD13
ENSHGLG00000000710	BCAP31
ENSHGLG00000000711	PRSS23
ENSHGLG00000000716	CDK19
ENSHGLG00000000717	TVP23B
ENSHGLG00000000718	LIG4
ENSHGLG00000000719	POU4F2
ENSHGLG00000000723	NPAS3
ENSHGLG00000000724	TCEAL8
ENSHGLG00000000726	KRT5
ENSHGLG00000000729	CASP6
ENSHGLG00000000730	NOX4
ENSHGLG00000000732	HELZ
ENSHGLG00000000735	NDUFB11
ENSHGLG00000000740	TSEN2
ENSHGLG00000000741	CD69
ENSHGLG00000000744	KLF3
ENSHGLG00000000745	UTP15
ENSHGLG00000000747	LAMP2
ENSHGLG00000000748	DDX25
ENSHGLG00000000752	ARSJ
ENSHGLG00000000753	RAD54L
ENSHGLG00000000754	ARAF
ENSHGLG00000000755	PSAT1
ENSHGLG00000000756	KDM5C
ENSHGLG00000000757	FAM155A
ENSHGLG00000000759	NOL4
ENSHGLG00000000766	FGG
ENSHGLG00000000767	NCOR1
ENSHGLG00000000768	ARHGAP24
ENSHGLG00000000769	KTN1
ENSHGLG00000000770	EIF2B3
ENSHGLG00000000772	ANKRA2
ENSHGLG00000000773	ARGLU1
ENSHGLG00000000774	ROBO1
ENSHGLG00000000775	PPARG
ENSHGLG00000000776	NKIRAS1
ENSHGLG00000000777	TLR7
ENSHGLG00000000778	APLP2
ENSHGLG00000000779	SYN1
ENSHGLG00000000780	CD226
ENSHGLG00000000783	IREB2
ENSHGLG00000000784	NETO1
ENSHGLG00000000786	EFNB2
ENSHGLG00000000787	CACNG1
ENSHGLG00000000788	CSPG4
ENSHGLG00000000789	TMEM45B
ENSHGLG00000000790	ECHDC2
ENSHGLG00000000791	PON2
ENSHGLG00000000792	CPSF6
ENSHGLG00000000793	HADH
ENSHGLG00000000794	TIMP1
ENSHGLG00000000795	RPL15
ENSHGLG00000000797	CACNG4
ENSHGLG00000000798	KCNG2
ENSHGLG00000000799	CRB1
ENSHGLG00000000801	DDX1
ENSHGLG00000000806	DOCK11
ENSHGLG00000000807	EMD
ENSHGLG00000000808	SYN2
ENSHGLG00000000809	ULK3
ENSHGLG00000000810	MTX3
ENSHGLG00000000811	GABRA3
ENSHGLG00000000813	HGSNAT
ENSHGLG00000000818	ASB4
ENSHGLG00000000820	MKNK1
ENSHGLG00000000821	EZR
ENSHGLG00000000823	SLC10A2
ENSHGLG00000000824	SALL3
