ENSMUSG00000059920.9	4930453N24RIK	ENSMUSG00000059920
ENSMUSG00000028549.17	ITGB3BP	ENSMUSG00000028549
ENSMUSG00000043241.14	UPF2	ENSMUSG00000043241
ENSMUSG00000037570.15	MCRS1	ENSMUSG00000037570
ENSMUSG00000023010.14	TMBIM6	ENSMUSG00000023010
ENSMUSG00000022635.9	ZCRB1	ENSMUSG00000022635
ENSMUSG00000058729.13	LIN9	ENSMUSG00000058729
ENSMUSG00000028149.12	RAP1GDS1	ENSMUSG00000028149
ENSMUSG00000027710.14	ACAD9	ENSMUSG00000027710
ENSMUSG00000046541.9	ZFP526	ENSMUSG00000046541
ENSMUSG00000026621.13	MARC1	ENSMUSG00000026621
ENSMUSG00000038535.17	ZFP280D	ENSMUSG00000038535
ENSMUSG00000034263.13	VWA9	ENSMUSG00000034263
ENSMUSG00000032228.16	TCF12	ENSMUSG00000032228
ENSMUSG00000032987.9	OLFR281	ENSMUSG00000032987
ENSMUSG00000074206.7	ADH6B	ENSMUSG00000074206
ENSMUSG00000032212.10	SLTM	ENSMUSG00000032212
ENSMUSG00000057101.8	ZFP180	ENSMUSG00000057101
ENSMUSG00000058093.12	ZFP729B	ENSMUSG00000058093
ENSMUSG00000032399.8	RPL4	ENSMUSG00000032399
ENSMUSG00000026573.7	XCL1	ENSMUSG00000026573
ENSMUSG00000059089.4	FCGR4	ENSMUSG00000059089
ENSMUSG00000109398.2	GM3854	ENSMUSG00000109398
ENSMUSG00000030443.16	ZFP583	ENSMUSG00000030443
ENSMUSG00000011632.7	PINLYP	ENSMUSG00000011632
ENSMUSG00000035678.7	TNFSF9	ENSMUSG00000035678
ENSMUSG00000047412.16	ZBTB44	ENSMUSG00000047412
ENSMUSG00000066652.5	LEFTY2	ENSMUSG00000066652
ENSMUSG00000070814.15	6330408A02RIK	ENSMUSG00000070814
ENSMUSG00000066704.6	CYP2B19	ENSMUSG00000066704
ENSMUSG00000026554.15	DCAF8	ENSMUSG00000026554
ENSMUSG00000039841.14	ZFP800	ENSMUSG00000039841
ENSMUSG00000057551.10	ZFP317	ENSMUSG00000057551
ENSMUSG00000026571.12	DCAF6	ENSMUSG00000026571
ENSMUSG00000027790.14	SIS	ENSMUSG00000027790
ENSMUSG00000099974.1	BCL2A1D	ENSMUSG00000099974
ENSMUSG00000026649.14	CFAP126	ENSMUSG00000026649
ENSMUSG00000036924.3	CST13	ENSMUSG00000036924
ENSMUSG00000041375.18	CCDC9	ENSMUSG00000041375
ENSMUSG00000026547.15	TAGLN2	ENSMUSG00000026547
ENSMUSG00000026577.13	BLZF1	ENSMUSG00000026577
ENSMUSG00000020156.16	MUM1	ENSMUSG00000020156
ENSMUSG00000029762.6	AKR1B8	ENSMUSG00000029762
ENSMUSG00000035595.6	1600002K03RIK	ENSMUSG00000035595
ENSMUSG00000020904.11	CFAP52	ENSMUSG00000020904
ENSMUSG00000026319.13	2310035C23RIK	ENSMUSG00000026319
ENSMUSG00000026670.15	UAP1	ENSMUSG00000026670
ENSMUSG00000027263.12	TUBGCP4	ENSMUSG00000027263
ENSMUSG00000020409.10	SLU7	ENSMUSG00000020409
ENSMUSG00000078796.4	ZFP541	ENSMUSG00000078796
ENSMUSG00000062270.13	MORF4L1	ENSMUSG00000062270
ENSMUSG00000009907.17	VPS4B	ENSMUSG00000009907
ENSMUSG00000027443.10	CST12	ENSMUSG00000027443
ENSMUSG00000043716.13	RPL7	ENSMUSG00000043716
ENSMUSG00000003269.16	CYTH2	ENSMUSG00000003269
ENSMUSG00000059070.16	RPL18	ENSMUSG00000059070
ENSMUSG00000003273.14	CAR11	ENSMUSG00000003273
ENSMUSG00000085601.7	GM4969	ENSMUSG00000085601
ENSMUSG00000005950.14	P2RX5	ENSMUSG00000005950
ENSMUSG00000030410.16	DMWD	ENSMUSG00000030410
ENSMUSG00000059475.13	ZFP426	ENSMUSG00000059475
ENSMUSG00000070394.10	TMEM256	ENSMUSG00000070394
ENSMUSG00000063108.15	ZFP26	ENSMUSG00000063108
ENSMUSG00000026020.9	NOP58	ENSMUSG00000026020
ENSMUSG00000026398.14	NR5A2	ENSMUSG00000026398
ENSMUSG00000025958.14	CREB1	ENSMUSG00000025958
ENSMUSG00000041827.15	OASL1	ENSMUSG00000041827
ENSMUSG00000029561.17	OASL2	ENSMUSG00000029561
ENSMUSG00000040584.8	ABCB1A	ENSMUSG00000040584
ENSMUSG00000041609.16	CCDC64	ENSMUSG00000041609
ENSMUSG00000042510.7	AA986860	ENSMUSG00000042510
ENSMUSG00000087230.10	MROH3	ENSMUSG00000087230
ENSMUSG00000041483.14	ZFP281	ENSMUSG00000041483
ENSMUSG00000047606.4	ANKRD34C	ENSMUSG00000047606
ENSMUSG00000026457.14	ADIPOR1	ENSMUSG00000026457
ENSMUSG00000034071.15	ZFP551	ENSMUSG00000034071
ENSMUSG00000025488.9	COX8B	ENSMUSG00000025488
ENSMUSG00000078783.1	GM9733	ENSMUSG00000078783
ENSMUSG00000029475.17	KDM2B	ENSMUSG00000029475
ENSMUSG00000032680.11	6820408C15RIK	ENSMUSG00000032680
ENSMUSG00000066861.14	OAS1G	ENSMUSG00000066861
ENSMUSG00000070645.5	REN1	ENSMUSG00000070645
ENSMUSG00000042589.18	CUX2	ENSMUSG00000042589
ENSMUSG00000001525.10	TUBB5	ENSMUSG00000001525
ENSMUSG00000108367.2	GM4881	ENSMUSG00000108367
ENSMUSG00000069189.4	ZDHHC11	ENSMUSG00000069189
ENSMUSG00000000308.14	CKMT1	ENSMUSG00000000308
ENSMUSG00000003072.15	ATP5D	ENSMUSG00000003072
ENSMUSG00000035697.14	HMHA1	ENSMUSG00000035697
ENSMUSG00000035248.8	ZCCHC6	ENSMUSG00000035248
ENSMUSG00000038335.13	TSR1	ENSMUSG00000038335
ENSMUSG00000025178.8	PI4K2A	ENSMUSG00000025178
ENSMUSG00000037643.14	PRKCI	ENSMUSG00000037643
ENSMUSG00000058833.11	2810428I15RIK	ENSMUSG00000058833
ENSMUSG00000027706.8	SEC62	ENSMUSG00000027706
ENSMUSG00000019489.7	CD70	ENSMUSG00000019489
ENSMUSG00000067613.5	KRT83	ENSMUSG00000067613
ENSMUSG00000061755.10	BOD1L	ENSMUSG00000061755
ENSMUSG00000011267.8	ZFP296	ENSMUSG00000011267
ENSMUSG00000009741.15	UBP1	ENSMUSG00000009741
ENSMUSG00000025505.16	TMEM80	ENSMUSG00000025505
ENSMUSG00000032504.15	PDCD6IP	ENSMUSG00000032504
ENSMUSG00000040907.15	ATP1A3	ENSMUSG00000040907
ENSMUSG00000024387.13	CSNK2B	ENSMUSG00000024387
ENSMUSG00000036779.12	PAPD5	ENSMUSG00000036779
ENSMUSG00000064246.10	CHIL1	ENSMUSG00000064246
ENSMUSG00000038046.4	RNMTL1	ENSMUSG00000038046
ENSMUSG00000066900.11	SUDS3	ENSMUSG00000066900
ENSMUSG00000029328.15	HNRNPDL	ENSMUSG00000029328
ENSMUSG00000021210.15	AKR1C6	ENSMUSG00000021210
ENSMUSG00000045333.15	ZFP423	ENSMUSG00000045333
ENSMUSG00000042439.12	ZFP532	ENSMUSG00000042439
ENSMUSG00000036712.15	CYLD	ENSMUSG00000036712
ENSMUSG00000070816.2	VMN1R86	ENSMUSG00000070816
ENSMUSG00000057816.7	1700007G11RIK	ENSMUSG00000057816
ENSMUSG00000044454.4	OLFR867	ENSMUSG00000044454
ENSMUSG00000035325.16	SEC31A	ENSMUSG00000035325
ENSMUSG00000031665.7	SALL1	ENSMUSG00000031665
ENSMUSG00000024145.6	PIGF	ENSMUSG00000024145
ENSMUSG00000036918.15	TTC7	ENSMUSG00000036918
ENSMUSG00000029463.5	FAM216A	ENSMUSG00000029463
ENSMUSG00000061288.13	TAOK3	ENSMUSG00000061288
ENSMUSG00000006423.15	C330007P06RIK	ENSMUSG00000006423
ENSMUSG00000055817.17	MTA3	ENSMUSG00000055817
ENSMUSG00000036572.16	UPF3B	ENSMUSG00000036572
ENSMUSG00000042726.14	TRAFD1	ENSMUSG00000042726
ENSMUSG00000010841.13	1700006E09RIK	ENSMUSG00000010841
ENSMUSG00000056598.16	LRRC48	ENSMUSG00000056598
ENSMUSG00000020744.13	SLC25A19	ENSMUSG00000020744
ENSMUSG00000020737.12	HN1	ENSMUSG00000020737
ENSMUSG00000105993.1	GM43337	ENSMUSG00000105993
ENSMUSG00000079641.3	RPL39	ENSMUSG00000079641
ENSMUSG00000041638.18	GCN1L1	ENSMUSG00000041638
ENSMUSG00000017119.19	NBR1	ENSMUSG00000017119
ENSMUSG00000039294.14	BC017643	ENSMUSG00000039294
ENSMUSG00000045625.4	PIGZ	ENSMUSG00000045625
ENSMUSG00000022525.13	HRASLS	ENSMUSG00000022525
ENSMUSG00000027479.14	MAPRE1	ENSMUSG00000027479
ENSMUSG00000022875.17	KNG1	ENSMUSG00000022875
ENSMUSG00000022526.7	ZFP251	ENSMUSG00000022526
ENSMUSG00000035764.5	FBXO45	ENSMUSG00000035764
ENSMUSG00000033669.7	ZFP7	ENSMUSG00000033669
ENSMUSG00000009569.14	MKL2	ENSMUSG00000009569
ENSMUSG00000054967.6	ZFP647	ENSMUSG00000054967
ENSMUSG00000047003.14	ZFP41	ENSMUSG00000047003
ENSMUSG00000029148.15	NRBP1	ENSMUSG00000029148
ENSMUSG00000020849.13	YWHAE	ENSMUSG00000020849
ENSMUSG00000022510.14	TRP63	ENSMUSG00000022510
ENSMUSG00000018211.13	WFDC15B	ENSMUSG00000018211
ENSMUSG00000071180.4	SMIM15	ENSMUSG00000071180
ENSMUSG00000109392.1	GM5737	ENSMUSG00000109392
ENSMUSG00000049528.6	OLFR429	ENSMUSG00000049528
ENSMUSG00000044991.10	1110034G24RIK	ENSMUSG00000044991
ENSMUSG00000062203.14	GSPT1	ENSMUSG00000062203
ENSMUSG00000047714.14	PPP1R2	ENSMUSG00000047714
ENSMUSG00000025144.17	STRA13	ENSMUSG00000025144
ENSMUSG00000001630.13	STK38L	ENSMUSG00000001630
ENSMUSG00000021699.17	PDE4D	ENSMUSG00000021699
ENSMUSG00000022780.5	MFI2	ENSMUSG00000022780
ENSMUSG00000035638.14	MUC20	ENSMUSG00000035638
ENSMUSG00000062825.15	ACTG1	ENSMUSG00000062825
ENSMUSG00000027656.7	WISP2	ENSMUSG00000027656
ENSMUSG00000020814.13	MXRA7	ENSMUSG00000020814
ENSMUSG00000017723.11	WFDC2	ENSMUSG00000017723
ENSMUSG00000021759.13	PLPP1	ENSMUSG00000021759
ENSMUSG00000054716.4	ZFP771	ENSMUSG00000054716
ENSMUSG00000032745.17	GPBP1	ENSMUSG00000032745
ENSMUSG00000035851.14	YTHDC1	ENSMUSG00000035851
ENSMUSG00000035861.6	TMPRSS11B	ENSMUSG00000035861
ENSMUSG00000052707.8	TNRC6A	ENSMUSG00000052707
ENSMUSG00000055194.3	ACTBL2	ENSMUSG00000055194
ENSMUSG00000079451.9	TMPRSS11G	ENSMUSG00000079451
ENSMUSG00000029769.16	CCDC136	ENSMUSG00000029769
ENSMUSG00000030924.16	2610020H08RIK	ENSMUSG00000030924
ENSMUSG00000030720.16	CLN3	ENSMUSG00000030720
ENSMUSG00000001642.18	AKR1B3	ENSMUSG00000001642
ENSMUSG00000000247.11	LHX2	ENSMUSG00000000247
ENSMUSG00000022848.8	DIRC2	ENSMUSG00000022848
ENSMUSG00000032519.11	SLC25A38	ENSMUSG00000032519
ENSMUSG00000030876.7	METTL9	ENSMUSG00000030876
ENSMUSG00000073927.5	OLFR652	ENSMUSG00000073927
ENSMUSG00000073928.5	OLFR651	ENSMUSG00000073928
ENSMUSG00000070374.6	OLFR59	ENSMUSG00000070374
ENSMUSG00000049041.6	OLFR398	ENSMUSG00000049041
ENSMUSG00000003435.9	SUPT5	ENSMUSG00000003435
ENSMUSG00000064215.13	IFI27	ENSMUSG00000064215
ENSMUSG00000039196.2	ORM1	ENSMUSG00000039196
ENSMUSG00000066366.14	SERPINA1A	ENSMUSG00000066366
ENSMUSG00000056952.13	TATDN2	ENSMUSG00000056952
ENSMUSG00000069825.11	SPATA22	ENSMUSG00000069825
ENSMUSG00000034387.12	SSU2	ENSMUSG00000034387
ENSMUSG00000057092.12	FXYD3	ENSMUSG00000057092
ENSMUSG00000022844.7	PDIA5	ENSMUSG00000022844
ENSMUSG00000048933.8	OLFR722	ENSMUSG00000048933
ENSMUSG00000046460.14	SH2D7	ENSMUSG00000046460
ENSMUSG00000044863.7	DEFB36	ENSMUSG00000044863
ENSMUSG00000041846.14	SMEK1	ENSMUSG00000041846
ENSMUSG00000035949.15	FBXW2	ENSMUSG00000035949
ENSMUSG00000048921.11	ZFP689	ENSMUSG00000048921
ENSMUSG00000026915.16	STRBP	ENSMUSG00000026915
ENSMUSG00000042423.9	FBRS	ENSMUSG00000042423
ENSMUSG00000053877.12	SRCAP	ENSMUSG00000053877
ENSMUSG00000075376.10	RC3H2	ENSMUSG00000075376
ENSMUSG00000075380.2	OLFR355	ENSMUSG00000075380
ENSMUSG00000075383.4	OLFR351	ENSMUSG00000075383
ENSMUSG00000035953.13	TMEM55B	ENSMUSG00000035953
ENSMUSG00000068947.2	OLFR366	ENSMUSG00000068947
ENSMUSG00000040084.9	BUB1B	ENSMUSG00000040084
ENSMUSG00000108908.2	OLFR1293-PS	ENSMUSG00000108908
ENSMUSG00000030584.14	DPF1	ENSMUSG00000030584
ENSMUSG00000059060.13	RAD51B	ENSMUSG00000059060
ENSMUSG00000046210.5	OLFR735	ENSMUSG00000046210
ENSMUSG00000026643.16	NMT2	ENSMUSG00000026643
ENSMUSG00000021111.15	PAPOLA	ENSMUSG00000021111
ENSMUSG00000021189.11	ATXN3	ENSMUSG00000021189
ENSMUSG00000066441.14	RDH11	ENSMUSG00000066441
ENSMUSG00000049106.6	DCAF5	ENSMUSG00000049106
ENSMUSG00000032872.16	CYB5R4	ENSMUSG00000032872
ENSMUSG00000035399.12	OSER1	ENSMUSG00000035399
ENSMUSG00000006310.10	ZBTB32	ENSMUSG00000006310
ENSMUSG00000027132.3	KATNBL1	ENSMUSG00000027132
ENSMUSG00000058979.7	CECR5	ENSMUSG00000058979
ENSMUSG00000033713.11	FOXN3	ENSMUSG00000033713
ENSMUSG00000004446.12	BID	ENSMUSG00000004446
ENSMUSG00000032415.14	UBE2CBP	ENSMUSG00000032415
ENSMUSG00000023236.7	SCG5	ENSMUSG00000023236
ENSMUSG00000041219.14	ARHGAP11A	ENSMUSG00000041219
ENSMUSG00000034258.3	MFSD7C	ENSMUSG00000034258
ENSMUSG00000012609.18	TTLL5	ENSMUSG00000012609
ENSMUSG00000044361.15	BC024139	ENSMUSG00000044361
ENSMUSG00000042507.14	ELMSAN1	ENSMUSG00000042507
ENSMUSG00000042472.10	ZFP410	ENSMUSG00000042472
ENSMUSG00000067773.6	DEFB41	ENSMUSG00000067773
ENSMUSG00000023930.13	CRISP2	ENSMUSG00000023930
ENSMUSG00000035932.6	OLFR750	ENSMUSG00000035932
ENSMUSG00000057388.9	MRPL18	ENSMUSG00000057388
ENSMUSG00000109835.2	OLFR730	ENSMUSG00000109835
ENSMUSG00000066568.12	LSM14A	ENSMUSG00000066568
ENSMUSG00000036427.5	GPI1	ENSMUSG00000036427
ENSMUSG00000054676.15	1600014C10RIK	ENSMUSG00000054676
ENSMUSG00000030780.15	BC017158	ENSMUSG00000030780
ENSMUSG00000099689.6	ZFP383	ENSMUSG00000099689
ENSMUSG00000062040.14	ZFP27	ENSMUSG00000062040
ENSMUSG00000029397.15	RCHY1	ENSMUSG00000029397
ENSMUSG00000079215.8	ZFP664	ENSMUSG00000079215
ENSMUSG00000037029.8	ZFP146	ENSMUSG00000037029
ENSMUSG00000001794.13	CAPNS1	ENSMUSG00000001794
ENSMUSG00000030079.15	RUVBL1	ENSMUSG00000030079
ENSMUSG00000034706.16	DNAIC2	ENSMUSG00000034706
ENSMUSG00000025364.12	PA2G4	ENSMUSG00000025364
ENSMUSG00000038604.9	FAM65A	ENSMUSG00000038604
ENSMUSG00000033222.16	TTF2	ENSMUSG00000033222
ENSMUSG00000027810.14	EIF2A	ENSMUSG00000027810
ENSMUSG00000039238.6	ZFP750	ENSMUSG00000039238
ENSMUSG00000030107.10	USP18	ENSMUSG00000030107
ENSMUSG00000022571.8	PYCRL	ENSMUSG00000022571
ENSMUSG00000051978.9	ERICH1	ENSMUSG00000051978
ENSMUSG00000034290.9	NEK9	ENSMUSG00000034290
ENSMUSG00000019528.18	GYG	ENSMUSG00000019528
ENSMUSG00000021224.14	NUMB	ENSMUSG00000021224
ENSMUSG00000037526.6	ATG14	ENSMUSG00000037526
ENSMUSG00000031910.14	HAS3	ENSMUSG00000031910
ENSMUSG00000031913.9	VPS4A	ENSMUSG00000031913
ENSMUSG00000060962.12	DMKN	ENSMUSG00000060962
ENSMUSG00000009114.17	2610028H24RIK	ENSMUSG00000009114
ENSMUSG00000031916.17	COG8	ENSMUSG00000031916
ENSMUSG00000055313.14	PGBD1	ENSMUSG00000055313
ENSMUSG00000009470.16	TNPO1	ENSMUSG00000009470
ENSMUSG00000050763.3	OLFR1395	ENSMUSG00000050763
ENSMUSG00000089953.3	RNF224	ENSMUSG00000089953
ENSMUSG00000049643.15	2310022A10RIK	ENSMUSG00000049643
ENSMUSG00000091896.7	UBE2D2A	ENSMUSG00000091896
ENSMUSG00000073599.9	ECSCR	ENSMUSG00000073599
ENSMUSG00000030491.16	TDRD12	ENSMUSG00000030491
ENSMUSG00000000127.14	FER	ENSMUSG00000000127
ENSMUSG00000042834.14	NREP	ENSMUSG00000042834
ENSMUSG00000039994.15	TIMELESS	ENSMUSG00000039994
ENSMUSG00000031889.9	D230025D16RIK	ENSMUSG00000031889
ENSMUSG00000036501.6	FAM13B	ENSMUSG00000036501
ENSMUSG00000030254.16	RAD18	ENSMUSG00000030254
ENSMUSG00000026333.14	GIN1	ENSMUSG00000026333
ENSMUSG00000071252.5	2210408I21RIK	ENSMUSG00000071252
ENSMUSG00000044452.10	ZFP507	ENSMUSG00000044452
ENSMUSG00000026331.13	SLCO6C1	ENSMUSG00000026331
ENSMUSG00000043456.16	ZFP536	ENSMUSG00000043456
ENSMUSG00000049685.8	CYP2G1	ENSMUSG00000049685
ENSMUSG00000034826.14	NUP54	ENSMUSG00000034826
ENSMUSG00000051375.15	PCDH1	ENSMUSG00000051375
ENSMUSG00000047642.14	D930020B18RIK	ENSMUSG00000047642
ENSMUSG00000035349.5	MIA2	ENSMUSG00000035349
ENSMUSG00000022811.16	ZFP148	ENSMUSG00000022811
ENSMUSG00000058013.11	SEPT11	ENSMUSG00000058013
ENSMUSG00000033313.11	FBXL8	ENSMUSG00000033313
ENSMUSG00000063015.12	CCNI	ENSMUSG00000063015
ENSMUSG00000021645.16	SMN1	ENSMUSG00000021645
ENSMUSG00000021640.5	NAIP1	ENSMUSG00000021640
ENSMUSG00000078786.9	BC024978	ENSMUSG00000078786
ENSMUSG00000014837.15	4931428F04RIK	ENSMUSG00000014837
ENSMUSG00000029802.13	ABCG2	ENSMUSG00000029802
ENSMUSG00000049605.3	OLFR418	ENSMUSG00000049605
ENSMUSG00000045381.6	OLFR433	ENSMUSG00000045381
ENSMUSG00000022832.10	ROPN1	ENSMUSG00000022832
ENSMUSG00000025393.12	ATP5B	ENSMUSG00000025393
ENSMUSG00000074063.10	OSGIN1	ENSMUSG00000074063
ENSMUSG00000049232.3	TIGD2	ENSMUSG00000049232
ENSMUSG00000050919.8	ZFP366	ENSMUSG00000050919
ENSMUSG00000029798.11	HERC6	ENSMUSG00000029798
ENSMUSG00000033703.9	FUK	ENSMUSG00000033703
ENSMUSG00000033633.14	CLEC18A	ENSMUSG00000033633
ENSMUSG00000044813.15	SHB	ENSMUSG00000044813
ENSMUSG00000031728.10	ZFP821	ENSMUSG00000031728
ENSMUSG00000050578.10	MMP13	ENSMUSG00000050578
ENSMUSG00000033799.9	FAM208B	ENSMUSG00000033799
ENSMUSG00000044676.10	ZFP612	ENSMUSG00000044676
ENSMUSG00000028419.5	CHMP5	ENSMUSG00000028419
ENSMUSG00000037815.6	CTNNA1	ENSMUSG00000037815
ENSMUSG00000045114.10	PRRT2	ENSMUSG00000045114
ENSMUSG00000069421.4	OLFR810	ENSMUSG00000069421
ENSMUSG00000049217.4	OLFR788	ENSMUSG00000049217
ENSMUSG00000057367.12	BIRC2	ENSMUSG00000057367
ENSMUSG00000095075.2	OLFR782	ENSMUSG00000095075
ENSMUSG00000031922.12	CEP57	ENSMUSG00000031922
ENSMUSG00000045559.6	OLFR827	ENSMUSG00000045559
ENSMUSG00000029404.15	ARL6IP4	ENSMUSG00000029404
ENSMUSG00000025888.5	CASP1	ENSMUSG00000025888
ENSMUSG00000000131.15	XPO6	ENSMUSG00000000131
ENSMUSG00000005683.7	CS	ENSMUSG00000005683
ENSMUSG00000021814.16	ANXA7	ENSMUSG00000021814
ENSMUSG00000022412.12	MIEF1	ENSMUSG00000022412
ENSMUSG00000032078.17	ZPR1	ENSMUSG00000032078
ENSMUSG00000031918.16	MTMR2	ENSMUSG00000031918
ENSMUSG00000025290.16	RPS24	ENSMUSG00000025290
ENSMUSG00000025630.8	HPRT	ENSMUSG00000025630
ENSMUSG00000039611.2	TMEM246	ENSMUSG00000039611
ENSMUSG00000039634.12	ZFP189	ENSMUSG00000039634
ENSMUSG00000055780.10	USP26	ENSMUSG00000055780
ENSMUSG00000035683.13	MELK	ENSMUSG00000035683
ENSMUSG00000031137.17	FGF13	ENSMUSG00000031137
ENSMUSG00000042992.15	BORCS5	ENSMUSG00000042992
ENSMUSG00000022136.7	DNAJC3	ENSMUSG00000022136
ENSMUSG00000060681.15	SLC9A6	ENSMUSG00000060681
ENSMUSG00000028427.13	AQP7	ENSMUSG00000028427
ENSMUSG00000074886.10	GRK6	ENSMUSG00000074886
ENSMUSG00000028437.14	UBAP1	ENSMUSG00000028437
ENSMUSG00000038346.18	ZFP384	ENSMUSG00000038346
ENSMUSG00000039081.9	ZFP503	ENSMUSG00000039081
ENSMUSG00000063870.12	CHD4	ENSMUSG00000063870
ENSMUSG00000002028.13	KMT2A	ENSMUSG00000002028
ENSMUSG00000059890.16	UBE4A	ENSMUSG00000059890
ENSMUSG00000032491.14	NRADD	ENSMUSG00000032491
ENSMUSG00000011118.4	PANX3	ENSMUSG00000011118
ENSMUSG00000036006.19	FAM65B	ENSMUSG00000036006
ENSMUSG00000032092.5	MPZL2	ENSMUSG00000032092
ENSMUSG00000046450.3	OLFR71	ENSMUSG00000046450
ENSMUSG00000045983.15	EIF4G1	ENSMUSG00000045983
ENSMUSG00000047879.16	USP14	ENSMUSG00000047879
ENSMUSG00000048534.7	AMICA1	ENSMUSG00000048534
ENSMUSG00000063975.13	SLCO1A5	ENSMUSG00000063975
ENSMUSG00000024410.14	3110002H16RIK	ENSMUSG00000024410
ENSMUSG00000062762.16	EI24	ENSMUSG00000062762
ENSMUSG00000032604.16	QARS	ENSMUSG00000032604
ENSMUSG00000006673.14	QRICH1	ENSMUSG00000006673
ENSMUSG00000024293.15	ESCO1	ENSMUSG00000024293
ENSMUSG00000033099.9	NOL12	ENSMUSG00000033099
ENSMUSG00000048503.7	TMEM136	ENSMUSG00000048503
ENSMUSG00000025246.13	TBL1X	ENSMUSG00000025246
ENSMUSG00000064140.2	TRIM38	ENSMUSG00000064140
ENSMUSG00000003546.9	KLC4	ENSMUSG00000003546
ENSMUSG00000031286.6	GLT28D2	ENSMUSG00000031286
ENSMUSG00000030236.10	SLCO1B2	ENSMUSG00000030236
ENSMUSG00000050799.3	HIST1H2BA	ENSMUSG00000050799
ENSMUSG00000030347.6	D6WSU163E	ENSMUSG00000030347
ENSMUSG00000022456.15	SEPT3	ENSMUSG00000022456
ENSMUSG00000039285.12	AZI2	ENSMUSG00000039285
ENSMUSG00000019878.7	HSF2	ENSMUSG00000019878
ENSMUSG00000025602.13	ZFP202	ENSMUSG00000025602
ENSMUSG00000031089.7	SLC6A14	ENSMUSG00000031089
ENSMUSG00000039697.16	NCOA7	ENSMUSG00000039697
ENSMUSG00000038167.6	PLEKHG6	ENSMUSG00000038167
ENSMUSG00000059412.7	FXYD2	ENSMUSG00000059412
ENSMUSG00000048473.15	SULT6B2	ENSMUSG00000048473
ENSMUSG00000029490.3	MFSD7A	ENSMUSG00000029490
ENSMUSG00000040250.14	ASUN	ENSMUSG00000040250
ENSMUSG00000019982.15	MYB	ENSMUSG00000019982
ENSMUSG00000042292.16	MKL1	ENSMUSG00000042292
ENSMUSG00000049073.6	OLFR985	ENSMUSG00000049073
ENSMUSG00000045812.4	OLFR984	ENSMUSG00000045812
ENSMUSG00000049010.6	OLFR982	ENSMUSG00000049010
ENSMUSG00000046678.5	OLFR981	ENSMUSG00000046678
ENSMUSG00000043832.13	CLEC4A3	ENSMUSG00000043832
ENSMUSG00000043331.6	OLFR975	ENSMUSG00000043331
ENSMUSG00000048299.7	OLFR148	ENSMUSG00000048299
ENSMUSG00000061165.8	OLFR160	ENSMUSG00000061165
ENSMUSG00000074895.10	EIF4E1B	ENSMUSG00000074895
ENSMUSG00000066747.5	OLFR878	ENSMUSG00000066747
ENSMUSG00000051493.6	OLFR974	ENSMUSG00000051493
ENSMUSG00000022433.18	CSNK1E	ENSMUSG00000022433
ENSMUSG00000058835.14	ABI1	ENSMUSG00000058835
ENSMUSG00000041852.14	TCF20	ENSMUSG00000041852
ENSMUSG00000016758.3	BIK	ENSMUSG00000016758
ENSMUSG00000025871.18	4833439L19RIK	ENSMUSG00000025871
ENSMUSG00000090439.1	GM17455	ENSMUSG00000090439
ENSMUSG00000022463.7	SREBF2	ENSMUSG00000022463
ENSMUSG00000038954.14	SUPT3	ENSMUSG00000038954
ENSMUSG00000060268.11	GM1661	ENSMUSG00000060268
ENSMUSG00000021481.11	ZFP346	ENSMUSG00000021481
ENSMUSG00000035509.17	FBXL21	ENSMUSG00000035509
ENSMUSG00000033949.11	TRIM36	ENSMUSG00000033949
ENSMUSG00000021501.4	CAML	ENSMUSG00000021501
ENSMUSG00000048550.17	THNSL1	ENSMUSG00000048550
ENSMUSG00000042106.5	FAM212A	ENSMUSG00000042106
ENSMUSG00000028729.15	EBNA1BP2	ENSMUSG00000028729
ENSMUSG00000045767.8	B230219D22RIK	ENSMUSG00000045767
ENSMUSG00000015937.14	H2AFY	ENSMUSG00000015937
ENSMUSG00000022542.6	SEPT12	ENSMUSG00000022542
ENSMUSG00000021504.14	B4GALT7	ENSMUSG00000021504
ENSMUSG00000034928.16	RNF44	ENSMUSG00000034928
ENSMUSG00000043782.8	CCDC64B	ENSMUSG00000043782
ENSMUSG00000025727.8	A930017K11RIK	ENSMUSG00000025727
ENSMUSG00000050017.11	PITPNB	ENSMUSG00000050017
ENSMUSG00000055210.4	FOXD2	ENSMUSG00000055210
ENSMUSG00000091971.3	HSPA1A	ENSMUSG00000091971
ENSMUSG00000019782.9	RWDD1	ENSMUSG00000019782
ENSMUSG00000004865.15	SRPK1	ENSMUSG00000004865
ENSMUSG00000034210.13	EFCAB14	ENSMUSG00000034210
ENSMUSG00000028719.8	CMPK1	ENSMUSG00000028719
ENSMUSG00000045268.13	ZFP691	ENSMUSG00000045268
ENSMUSG00000029727.7	CYP3A13	ENSMUSG00000029727
ENSMUSG00000028642.7	4930538K18RIK	ENSMUSG00000028642
ENSMUSG00000039508.5	FAM26D	ENSMUSG00000039508
ENSMUSG00000052712.16	BC004004	ENSMUSG00000052712
ENSMUSG00000064147.6	RAB44	ENSMUSG00000064147
ENSMUSG00000040669.14	PHC1	ENSMUSG00000040669
ENSMUSG00000038598.9	AI481877	ENSMUSG00000038598
ENSMUSG00000003032.8	KLF4	ENSMUSG00000003032
ENSMUSG00000021932.13	RNASEH2B	ENSMUSG00000021932
